edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
60,1,1.79,27.0,86.6,7.0,3.5,3.5,5.2,5.7,13249,5,103,6.1,3.1,106.3,27.6,7.2,3.9,1.84,1.9,60.0,61.24,28.89
49,1,1.62,25.5,66.9,7.4,4.5,2.4,6.0,6.6,9618,4,70,4.0,4.8,53.3,17.9,3.9,2.6,2.08,7.8,60.0,56.02,91.11
35,1,1.67,25.8,71.8,8.6,4.7,1.7,2.3,2.5,11625,4,88,5.7,3.4,81.9,25.7,4.2,3.3,1.44,0.0,60.0,66.01,48.89
27,1,1.71,19.3,56.4,6.9,4.4,2.9,4.4,4.8,9271,4,67,3.6,5.1,41.0,16.3,1.8,2.5,3.42,10.0,60.0,72.12,87.78
53,1,1.84,25.2,85.2,7.0,4.3,3.3,7.3,8.0,3174,2,10,7.6,1.9,130.3,34.4,3.4,0.4,3.9,5.5,60.0,70.84,90.0
45,1,1.67,20.9,58.2,6.9,4.3,3.4,6.6,7.3,4669,2,24,7.6,1.9,88.7,34.3,2.4,0.9,1.78,7.0,60.0,74.96,83.33
49,1,1.65,20.5,55.9,6.1,3.9,1.5,6.2,6.8,3444,2,13,7.9,1.7,88.6,35.7,6.5,0.5,2.61,1.7,60.0,100.0,70.0
23,1,1.66,26.2,72.3,6.4,4.6,1.8,6.4,7.0,5172,2,29,6.6,2.7,95.1,29.6,4.6,1.1,1.83,0.0,60.0,56.22,52.22
45,0,1.74,21.7,65.6,8.5,4.6,2.0,4.7,5.2,2150,2,1,10.0,0.0,131.2,45.0,4.1,0.1,2.17,0.0,0.0,81.13,28.89
33,1,1.5,24.7,55.6,5.4,3.6,3.2,4.1,4.5,4116,2,19,6.2,3.0,69.2,28.0,3.3,0.7,2.09,0.0,60.0,72.53,48.89
44,1,1.63,21.6,57.3,6.5,3.8,2.0,8.0,8.8,4122,2,19,9.4,0.5,107.9,42.4,5.0,0.7,2.1,10.0,60.0,95.91,76.67
26,0,1.81,21.8,71.4,7.1,4.4,2.9,4.2,4.6,2000,3,0,5.3,3.8,75.7,23.9,5.8,0.0,2.32,1.3,60.0,43.49,10.0
46,1,1.74,25.3,76.7,6.4,3.7,2.7,3.8,4.2,6332,2,39,5.7,3.5,87.2,25.6,2.6,1.5,2.08,0.0,60.0,74.31,56.67
62,0,1.54,26.2,62.1,7.4,3.7,2.3,7.2,7.9,3953,2,18,8.8,1.0,109.4,39.6,6.2,0.7,1.93,5.3,60.0,73.51,12.22
55,1,1.7,21.9,63.2,5.4,3.7,2.4,6.5,7.2,3731,2,15,5.9,3.3,74.3,26.4,6.7,0.6,2.62,1.2,0.0,43.44,25.56
49,0,1.62,26.2,68.8,6.3,3.6,3.1,5.9,6.5,3827,2,16,6.3,3.0,86.7,28.4,5.8,0.6,3.62,0.3,60.0,98.21,43.33
41,0,1.68,22.5,63.4,6.5,4.6,2.1,5.7,6.3,3684,2,15,7.2,2.3,90.9,32.3,6.2,0.6,3.34,5.8,60.0,100.0,78.89
43,1,1.83,23.8,79.7,7.8,4.4,2.8,2.8,3.1,2000,3,0,9.7,0.2,155.3,43.8,4.3,0.0,3.59,4.7,60.0,100.0,95.56
63,1,1.73,18.0,53.9,6.7,3.7,2.4,6.6,7.3,4384,2,22,5.4,3.7,58.5,24.4,1.5,0.8,1.73,5.6,60.0,71.45,42.22
32,1,1.66,24.2,66.7,5.4,3.7,2.5,7.5,8.2,5026,2,27,2.2,6.3,40.0,9.7,4.9,1.0,3.25,0.0,60.0,99.98,3.33
62,0,1.68,23.9,67.6,6.6,3.7,2.3,3.6,4.0,4840,2,26,8.9,0.9,120.5,40.1,6.1,1.0,4.0,1.2,60.0,100.0,20.0
47,0,1.57,18.0,44.4,5.9,3.6,3.0,6.0,6.6,2000,3,0,4.7,4.3,41.3,20.9,6.0,0.0,2.44,7.3,60.0,62.75,94.44
55,1,1.63,22.2,59.0,7.7,4.5,2.3,7.8,8.6,4977,2,27,6.5,2.8,77.1,29.4,1.7,1.0,3.28,5.4,60.0,57.19,84.44
20,1,1.58,23.1,57.7,7.9,4.7,1.5,2.5,2.8,2351,2,3,9.0,0.8,103.6,40.4,3.4,0.1,3.76,4.0,60.0,97.22,84.44
32,0,1.51,22.6,51.6,7.1,4.4,3.0,4.9,5.4,5185,2,29,8.5,1.2,87.7,38.2,6.0,1.1,3.71,10.0,60.0,100.0,91.11
20,1,1.64,23.8,64.0,6.9,4.3,3.3,4.2,4.6,2935,2,8,10.0,0.0,128.0,45.0,2.5,0.3,0.5,3.0,60.0,73.18,92.22
29,1,1.62,31.1,81.6,8.4,4.5,2.6,8.0,8.8,3865,2,17,8.5,1.2,139.2,38.4,7.1,0.6,3.26,4.2,60.0,100.0,86.67
39,1,1.72,24.2,71.6,5.8,3.6,2.9,7.7,8.5,4686,2,24,7.0,2.4,100.2,31.5,3.9,0.9,2.11,3.1,60.0,83.55,13.33
45,1,1.62,21.9,57.6,7.9,4.5,2.6,5.8,6.4,4374,2,21,9.6,0.3,111.0,43.4,4.1,0.8,2.89,3.8,0.0,64.07,72.22
36,1,1.5,26.3,59.2,7.3,4.5,2.3,6.6,7.3,4084,2,19,8.8,1.0,103.9,39.5,1.4,0.7,2.37,8.5,60.0,94.89,74.44
38,0,1.55,20.4,48.9,7.4,4.4,3.0,2.5,2.8,5713,2,34,9.2,0.6,90.3,41.6,1.2,1.3,0.54,1.8,60.0,74.47,78.89
41,0,1.59,25.5,64.6,5.5,3.7,2.6,3.9,4.3,4781,2,25,6.7,2.7,86.3,30.1,4.7,1.0,1.81,1.3,29.2,34.14,24.44
19,1,1.66,29.3,80.7,6.9,4.7,1.7,2.1,2.3,4929,2,27,5.9,3.3,95.5,26.6,6.8,1.0,0.56,10.0,60.0,93.13,84.44
64,1,1.81,28.3,92.7,6.2,4.5,2.6,3.4,3.7,3253,2,11,8.4,1.3,156.4,38.0,6.2,0.4,3.04,3.9,60.0,60.4,30.0
61,1,1.66,19.1,52.6,7.8,4.5,2.3,4.6,5.1,5367,2,31,9.4,0.5,98.7,42.2,6.7,1.2,2.01,0.4,60.0,100.0,2.22
54,1,1.76,20.9,64.6,7.3,4.4,2.8,2.4,2.6,5104,2,28,6.6,2.7,85.2,29.7,2.4,1.1,3.86,7.8,60.0,74.82,33.33
60,1,1.7,29.0,83.8,9.0,4.5,2.6,6.6,7.3,3905,2,17,3.7,5.0,62.7,16.8,3.6,0.7,2.74,9.9,60.0,94.97,62.22
32,1,1.7,27.3,78.8,5.7,4.5,2.4,7.2,7.9,4615,2,24,9.0,0.8,141.7,40.5,2.5,0.9,1.7,4.9,0.0,46.06,53.33
23,1,1.64,18.0,48.4,6.2,3.8,1.8,3.1,3.4,4705,2,24,5.4,3.7,52.2,24.3,3.7,0.9,2.75,1.6,0.0,65.55,86.67
27,1,1.7,20.6,59.6,7.2,4.5,2.3,7.0,7.7,4845,2,26,4.5,4.4,53.7,20.3,3.9,1.0,2.8,0.0,60.0,85.69,64.44
24,1,1.65,31.9,86.8,7.5,4.5,2.7,6.2,6.8,3858,2,17,5.0,4.0,86.7,22.5,5.2,0.6,1.7,5.7,60.0,36.37,50.0
27,0,1.63,25.0,66.4,6.2,4.7,1.5,7.4,8.1,5157,2,29,6.6,2.7,87.9,29.8,6.9,1.1,3.76,1.0,60.0,89.14,43.33
44,1,1.68,24.5,69.2,7.4,4.6,2.2,4.6,5.1,5216,2,29,4.9,4.1,67.2,21.8,1.5,1.1,2.49,3.0,38.2,23.17,11.11
42,1,1.63,29.7,79.0,7.5,4.6,2.0,5.4,5.9,4308,2,21,7.8,1.8,122.8,35.0,3.3,0.8,2.88,6.5,60.0,68.03,1.11
55,1,1.77,25.9,81.1,8.1,4.4,2.9,3.7,4.1,5497,2,32,6.3,3.0,102.1,28.3,4.2,1.2,1.11,0.8,60.0,58.73,12.22
23,1,1.73,31.8,95.1,8.3,4.6,2.0,2.7,3.0,4543,2,23,7.3,2.1,139.4,33.0,3.6,0.9,4.0,5.9,45.7,66.28,20.0
21,1,1.67,21.4,59.6,5.9,4.6,2.2,7.6,8.4,3833,2,16,5.6,3.5,66.7,25.2,4.7,0.6,2.15,7.1,60.0,69.81,47.78
18,1,1.71,28.7,83.9,7.6,4.5,2.4,6.5,7.2,2799,2,7,5.8,3.3,98.1,26.3,7.7,0.3,2.75,7.4,52.7,32.15,67.78
51,1,1.69,29.8,85.1,7.1,4.4,2.8,2.3,2.5,2623,2,5,7.4,2.1,125.1,33.1,7.9,0.2,3.41,0.2,60.0,75.26,75.56
28,1,1.64,21.9,59.0,7.0,4.5,2.7,5.9,6.5,3695,2,15,5.6,3.5,66.2,25.2,1.5,0.6,1.67,5.7,60.0,32.13,24.44
37,0,1.62,20.7,54.4,5.5,3.7,2.6,2.5,2.8,4496,2,23,6.1,3.1,66.1,27.4,4.3,0.9,2.82,4.2,60.0,81.59,16.67
20,1,1.66,26.3,72.5,6.6,3.6,2.9,2.6,2.9,4842,2,26,8.2,1.5,118.2,36.7,3.9,1.0,1.79,0.0,60.0,100.0,37.78
27,1,1.63,27.0,71.8,8.6,4.6,2.2,4.5,5.0,3469,2,13,6.7,2.6,96.8,30.3,7.9,0.5,1.97,3.8,60.0,70.92,6.67
37,1,1.59,22.6,57.1,6.6,3.6,3.1,2.6,2.9,3923,2,17,10.0,0.0,114.2,45.0,3.0,0.7,2.04,0.0,60.0,100.0,70.0
59,1,1.67,23.5,65.6,6.6,4.5,2.3,3.5,3.9,2426,2,3,9.8,0.2,128.3,44.0,1.6,0.1,3.69,10.0,60.0,38.34,37.78
47,1,1.74,24.5,74.3,6.2,3.6,3.1,7.0,7.7,4730,2,25,7.6,1.9,112.4,34.0,5.2,0.9,2.02,1.5,60.0,100.0,41.11
32,1,1.65,26.9,73.2,6.3,3.8,1.9,3.2,3.5,2861,2,7,5.6,3.5,82.1,25.2,5.8,0.3,2.89,4.0,60.0,62.92,31.11
30,1,1.88,24.6,86.8,6.8,3.7,2.5,2.8,3.1,3019,2,9,3.9,4.9,67.0,17.4,2.6,0.4,1.42,0.0,60.0,52.6,12.22
24,1,1.76,23.9,74.1,7.7,4.6,2.2,2.9,3.2,4590,2,23,6.9,2.4,102.9,31.2,6.3,0.9,1.75,0.0,60.0,73.65,27.78
29,0,1.71,26.4,77.3,7.0,4.4,3.2,2.6,2.9,3388,2,12,1.9,6.5,40.0,8.7,1.7,0.5,1.72,4.9,60.0,28.98,17.78
19,1,1.76,18.7,58.0,5.9,3.6,3.0,6.7,7.4,4167,2,20,8.0,1.6,92.8,36.0,3.9,0.8,3.55,4.1,60.0,99.33,65.56
51,1,1.83,30.3,101.5,6.5,3.6,3.1,5.8,6.4,4667,2,24,6.8,2.5,138.9,30.8,4.1,0.9,2.46,3.8,60.0,79.64,18.89
52,0,1.56,22.3,54.2,5.8,3.5,3.4,6.6,7.3,3823,2,16,8.4,1.2,91.6,38.0,3.6,0.6,3.17,3.4,60.0,100.0,75.56
40,0,1.5,25.5,57.4,8.3,4.4,2.9,6.5,7.2,4962,2,27,9.2,0.6,105.7,41.4,7.6,1.0,1.5,0.0,60.0,95.72,6.67
38,1,1.67,22.1,61.7,6.1,3.7,2.3,7.9,8.7,5678,2,33,3.1,5.5,40.0,14.1,6.5,1.3,3.34,0.0,0.0,52.65,70.0
60,0,1.66,23.7,65.3,7.4,3.7,2.3,5.0,5.5,3425,2,13,8.6,1.2,111.7,38.5,2.3,0.5,3.32,3.6,0.0,73.47,41.11
24,0,1.63,27.8,73.8,6.7,4.5,2.7,6.5,7.2,5037,2,28,4.3,4.5,63.9,19.5,6.2,1.1,2.64,10.0,0.0,21.7,13.33
41,1,1.72,24.3,72.0,6.4,3.9,1.6,7.5,8.2,4170,2,20,9.8,0.2,141.3,44.2,8.0,0.8,2.28,0.0,60.0,100.0,6.67
47,1,1.79,26.9,86.2,7.7,4.5,2.7,2.6,2.9,5099,2,28,9.2,0.6,158.6,41.4,7.6,1.1,1.4,4.8,60.0,100.0,57.78
38,0,1.65,22.8,62.1,6.3,3.9,1.5,4.2,4.6,5323,2,30,5.4,3.7,67.0,24.3,1.0,1.2,2.43,4.0,60.0,100.0,12.22
38,1,1.76,29.7,92.0,7.6,4.5,2.4,6.6,7.3,5744,2,34,4.9,4.1,90.6,22.2,5.6,1.3,3.22,6.4,60.0,71.52,72.22
27,0,1.55,23.9,57.4,6.5,3.7,2.4,2.4,2.6,2426,2,3,6.4,2.9,73.7,28.9,7.8,0.1,3.09,7.9,60.0,97.39,66.67
36,1,1.62,22.0,57.7,7.0,4.4,2.9,7.9,8.7,4758,2,25,2.2,6.2,40.0,10.1,2.2,1.0,3.33,10.0,60.0,34.59,77.78
20,0,1.73,23.6,70.8,6.3,3.7,2.6,6.6,7.3,6294,2,39,8.2,1.4,116.3,37.0,6.7,1.5,3.19,9.4,25.5,56.72,23.33
25,1,1.71,29.9,87.3,6.6,3.8,1.9,6.9,7.6,3650,2,15,5.9,3.3,103.5,26.7,3.9,0.6,1.6,3.7,0.0,35.12,47.78
30,1,1.66,22.1,60.8,6.1,3.6,3.0,2.0,2.2,5467,2,32,6.6,2.7,80.4,29.7,3.0,1.2,2.63,0.0,60.0,72.08,100.0
62,1,1.66,18.0,49.6,5.5,4.6,2.2,5.0,5.5,2115,2,1,8.6,1.1,85.2,38.7,6.2,0.0,1.99,8.7,60.0,97.38,84.44
47,1,1.65,22.3,60.7,6.1,3.6,3.0,4.5,5.0,4577,2,23,5.6,3.6,67.4,25.0,3.4,0.9,3.15,1.9,0.0,45.02,85.56
51,0,1.57,27.1,66.7,7.3,4.5,2.6,5.0,5.5,4911,2,26,6.1,3.1,81.0,27.3,7.8,1.0,2.77,4.1,0.0,36.79,61.11
52,0,1.53,22.5,52.7,7.1,4.4,3.0,2.3,2.5,5234,2,29,7.4,2.1,77.6,33.1,2.5,1.1,2.19,0.0,60.0,81.1,52.22
50,1,1.59,23.3,59.0,6.5,4.6,1.9,5.0,5.5,5826,2,35,7.0,2.4,83.0,31.7,2.9,1.3,2.25,3.8,60.0,100.0,12.22
22,1,1.69,22.7,64.7,7.1,3.6,2.9,7.3,8.0,4627,2,24,3.0,5.6,40.0,13.5,4.2,0.9,2.78,8.3,60.0,86.05,35.56
31,1,1.66,19.4,53.4,8.3,4.5,2.3,5.1,5.6,4881,2,26,9.0,0.8,96.3,40.6,4.1,1.0,1.63,2.3,60.0,100.0,45.56
60,0,1.7,28.5,82.5,7.4,4.4,2.8,3.8,4.2,5947,2,36,10.0,0.0,164.5,44.9,1.1,1.4,2.6,4.5,0.0,64.67,14.44
31,1,1.72,24.2,71.7,7.9,4.7,1.5,4.7,5.2,9189,3,66,7.0,2.4,100.7,31.6,7.0,2.5,3.65,0.3,60.0,90.71,2.22
39,0,1.64,21.7,58.4,9.1,4.7,1.5,7.8,8.6,7392,3,49,7.1,2.4,82.4,31.7,3.8,1.9,2.51,0.0,60.0,100.0,81.11
64,0,1.57,20.7,51.0,7.2,4.6,2.0,3.6,4.0,6549,3,41,8.0,1.6,81.5,35.9,2.3,1.6,3.2,1.1,60.0,100.0,71.11
63,0,1.61,18.5,47.9,7.4,4.5,2.3,4.0,4.4,6003,3,36,6.3,3.0,60.2,28.3,6.3,1.4,3.71,3.3,60.0,93.23,82.22
32,1,1.73,20.0,60.0,7.4,4.4,2.9,2.3,2.5,7685,3,52,10.0,0.0,120.0,45.0,1.2,2.0,1.17,10.0,60.0,100.0,34.44
49,1,1.75,24.3,74.4,6.9,4.6,1.9,7.2,7.9,8388,3,58,7.7,1.8,114.7,34.7,4.5,2.2,3.67,4.0,60.0,100.0,65.56
58,1,1.69,29.7,84.8,8.0,4.4,2.8,7.3,8.0,7850,3,54,8.3,1.4,140.9,37.4,3.9,2.0,1.75,3.8,60.0,93.93,90.0
45,0,1.7,24.2,69.9,7.1,4.4,2.8,6.4,7.0,8017,3,55,7.9,1.7,110.7,35.6,5.4,2.1,3.2,0.0,60.0,100.0,67.78
47,1,1.7,25.3,73.2,8.3,4.4,3.0,3.6,4.0,7531,3,51,4.1,4.7,59.7,18.4,6.6,1.9,2.5,0.0,60.0,74.83,33.33
49,0,1.68,19.8,55.8,7.5,4.6,2.2,6.9,7.6,8095,3,56,10.0,0.0,111.6,45.0,3.3,2.1,2.94,3.0,60.0,100.0,13.33
46,1,1.67,22.4,62.6,7.1,4.5,2.7,2.8,3.1,6756,3,43,7.4,2.1,92.7,33.3,2.6,1.6,2.21,4.5,60.0,98.56,80.0
34,1,1.57,22.3,54.9,9.0,4.4,3.0,6.9,7.6,6864,3,44,6.6,2.7,72.1,29.6,7.3,1.7,3.29,2.8,60.0,100.0,53.33
25,1,1.72,18.0,53.3,8.6,4.6,2.2,7.7,8.5,6139,3,38,7.3,2.1,78.0,32.9,5.0,1.4,1.88,0.5,60.0,97.13,41.11
38,1,1.75,26.6,81.4,8.5,4.6,2.1,6.1,6.7,6556,3,42,8.2,1.5,133.0,36.8,5.0,1.6,1.15,10.0,60.0,96.18,57.78
33,0,1.66,22.2,61.1,8.4,4.6,1.8,6.1,6.7,7388,3,49,7.3,2.1,89.7,33.0,3.0,1.9,3.84,8.5,60.0,78.15,95.56
58,1,1.73,27.2,81.3,7.8,4.4,2.8,5.2,5.7,9105,3,65,4.3,4.5,70.3,19.5,2.2,2.5,3.71,0.7,60.0,41.15,2.22
51,1,1.68,21.0,59.2,8.0,4.4,2.9,4.8,5.3,8696,3,61,6.2,3.1,73.2,27.8,5.0,2.3,2.16,1.8,60.0,100.0,8.89
53,1,1.64,30.2,81.2,8.3,4.5,2.5,2.7,3.0,9871,4,72,3.9,4.8,64.1,17.8,7.8,2.7,3.28,0.8,60.0,89.78,42.22
19,1,1.74,27.2,82.5,8.0,4.5,2.6,7.5,8.2,8152,3,56,2.9,5.6,48.7,13.3,6.2,2.1,3.07,8.2,60.0,55.79,83.33
57,0,1.65,21.5,58.6,7.4,4.6,1.9,7.6,8.4,7166,3,47,8.0,1.6,94.1,36.1,8.0,1.8,3.07,1.7,60.0,100.0,3.33
52,1,1.66,19.6,54.0,9.6,4.5,2.6,2.3,2.5,9418,3,68,5.9,3.2,64.2,26.7,6.2,2.6,3.83,10.0,60.0,100.0,51.11
51,1,1.78,24.6,77.9,7.4,4.4,2.8,7.1,7.8,6064,3,37,4.3,4.5,67.4,19.5,2.1,1.4,1.72,0.9,60.0,49.63,6.67
25,1,1.64,22.0,59.2,7.1,4.7,1.7,5.9,6.5,8451,3,59,6.6,2.7,78.3,29.7,6.0,2.2,1.99,0.0,60.0,76.32,78.89
58,1,1.66,22.6,62.4,8.3,4.6,1.9,4.8,5.3,7881,3,54,7.9,1.6,99.2,35.8,3.5,2.0,3.26,7.9,33.9,65.53,16.67
62,0,1.73,26.2,78.4,7.3,4.4,3.2,6.6,7.3,6679,3,43,8.5,1.2,132.5,38.0,0.9,1.6,2.42,5.8,60.0,100.0,67.78
43,0,1.68,26.2,73.9,8.1,4.7,1.5,5.8,6.4,6419,3,40,8.7,1.1,127.9,38.9,4.2,1.5,0.68,2.3,60.0,100.0,98.89
37,1,1.67,25.5,71.2,7.4,4.6,2.0,8.0,8.8,6933,3,45,6.0,3.2,85.0,26.9,5.2,1.7,2.38,4.2,60.0,63.86,52.22
55,0,1.64,25.6,68.9,6.8,4.6,2.2,7.0,7.7,6666,3,43,10.0,0.0,137.8,45.0,2.2,1.6,3.57,3.5,60.0,100.0,33.33
55,0,1.63,28.2,75.0,7.5,4.5,2.4,7.5,8.2,8378,3,58,3.0,5.6,44.5,13.4,5.6,2.2,2.51,3.2,60.0,62.96,57.78
52,1,1.51,24.5,55.9,8.1,4.4,3.1,5.4,5.9,6285,3,39,8.6,1.1,96.7,38.9,7.3,1.5,1.94,7.0,60.0,96.09,93.33
57,1,1.64,22.9,61.7,8.3,4.5,2.3,4.4,4.8,7074,3,46,8.8,0.9,109.0,39.7,4.1,1.8,2.78,0.0,60.0,100.0,78.89
40,1,1.7,22.7,65.7,8.1,4.4,2.8,6.3,6.9,7000,3,46,5.8,3.3,76.5,26.2,3.8,1.7,4.0,0.0,60.0,100.0,20.0
32,1,1.68,22.4,63.3,9.8,4.5,2.5,6.7,7.4,9808,4,72,10.0,0.0,126.6,45.0,6.7,2.7,1.03,7.2,60.0,80.58,25.56
39,0,1.64,32.5,87.5,8.4,4.5,2.4,6.3,6.9,6225,3,39,9.9,0.1,173.1,44.5,2.3,1.5,1.87,2.8,60.0,94.22,37.78
23,0,1.7,25.1,72.5,7.3,4.5,2.7,3.0,3.3,7044,3,46,5.7,3.4,82.6,25.6,3.7,1.7,1.12,1.4,60.0,80.49,18.89
48,0,1.6,24.6,63.0,8.9,4.4,3.0,5.1,5.6,7203,3,48,6.6,2.7,83.5,29.8,4.0,1.8,3.0,4.5,60.0,90.12,24.44
39,1,1.63,23.2,61.7,7.4,4.6,1.8,6.6,7.3,6101,3,37,9.9,0.1,122.2,44.6,7.8,1.4,4.0,0.0,60.0,100.0,60.0
53,0,1.64,24.8,66.7,7.2,4.6,2.2,5.8,6.4,8253,3,57,6.1,3.1,81.0,27.3,0.9,2.2,2.69,6.5,60.0,100.0,86.67
18,1,1.68,27.9,78.6,7.9,4.6,1.9,4.1,4.5,7877,3,54,1.0,7.2,40.0,5.0,7.8,2.0,2.68,1.3,60.0,73.54,40.0
24,0,1.61,21.6,56.1,7.5,4.6,2.0,6.4,7.0,8026,3,55,10.0,0.0,112.2,45.0,3.0,2.1,2.85,9.5,60.0,75.07,84.44
25,0,1.6,26.1,66.7,7.4,4.4,2.8,6.6,7.3,7070,3,46,7.6,1.9,101.6,34.3,5.8,1.8,0.98,0.0,60.0,85.98,73.33
37,1,1.86,23.6,81.6,8.4,4.5,2.7,5.3,5.8,5846,3,35,8.7,1.0,142.1,39.2,5.7,1.3,1.74,1.3,60.0,85.92,2.22
18,1,1.54,27.7,65.8,9.7,4.4,2.8,3.9,4.3,5611,3,33,7.9,1.7,103.4,35.4,3.9,1.3,3.73,0.1,60.0,94.59,14.44
60,1,1.67,24.3,67.8,8.2,4.6,2.0,3.8,4.2,9920,4,73,10.0,0.0,135.6,45.0,3.9,2.7,3.28,10.0,36.7,74.98,60.0
47,1,1.7,27.1,78.3,8.6,4.5,2.6,7.4,8.1,6083,3,37,7.7,1.8,120.4,34.6,1.2,1.4,2.59,0.0,60.0,75.91,64.44
54,1,1.65,21.8,59.3,8.2,4.5,2.3,7.1,7.8,6158,3,38,7.5,2.0,89.2,33.9,5.1,1.4,2.48,0.0,60.0,100.0,91.11
27,0,1.68,21.2,59.7,7.4,4.5,2.6,6.1,6.7,8195,3,57,10.0,0.0,119.4,45.0,7.8,2.1,2.04,3.3,60.0,97.36,60.0
31,0,1.68,25.0,70.5,7.5,4.5,2.6,7.4,8.1,7207,3,48,7.3,2.2,102.3,32.6,4.0,1.8,3.51,10.0,60.0,66.16,90.0
45,1,1.7,29.2,84.3,7.3,4.4,2.9,7.4,8.1,7490,3,50,8.4,1.2,142.4,38.0,6.2,1.9,2.12,2.0,60.0,78.7,57.78
62,1,1.68,25.8,72.8,8.5,4.7,1.5,5.4,5.9,8418,3,59,9.8,0.1,143.2,44.3,5.4,2.2,3.15,0.7,60.0,100.0,76.67
57,1,1.69,26.5,75.6,7.8,4.6,2.1,5.5,6.1,6746,3,43,10.0,0.0,151.2,45.0,7.8,1.6,1.14,3.0,60.0,100.0,13.33
52,0,1.61,23.4,60.5,8.5,4.7,1.5,7.2,7.9,7082,3,46,6.7,2.6,81.7,30.4,7.0,1.8,2.11,0.0,60.0,100.0,70.0
30,1,1.69,22.6,64.7,7.9,4.4,3.1,4.1,4.5,7084,3,46,10.0,0.0,129.4,45.0,1.4,1.8,2.43,10.0,60.0,82.51,70.0
50,1,1.69,20.8,59.4,8.0,4.5,2.5,6.9,7.6,9084,3,65,4.7,4.2,56.3,21.3,1.8,2.5,2.6,4.8,60.0,99.65,64.44
31,0,1.64,23.0,62.0,7.5,4.5,2.7,7.6,8.4,6646,3,42,9.9,0.1,123.1,44.7,7.5,1.6,2.1,4.1,60.0,100.0,54.44
61,1,1.75,25.2,77.2,7.0,4.5,2.5,2.6,2.9,8285,3,58,6.0,3.2,92.1,26.8,3.0,2.2,0.74,4.2,60.0,52.74,47.78
39,0,1.53,18.0,42.1,7.4,4.5,2.6,3.3,3.6,6571,3,42,7.9,1.7,66.4,35.5,5.0,1.6,0.74,0.1,60.0,78.22,7.78
55,1,1.63,27.5,73.1,6.9,4.4,2.8,2.8,3.1,8372,3,58,7.6,1.9,111.3,34.2,7.0,2.2,2.22,5.5,60.0,80.44,37.78
60,0,1.5,33.5,75.5,8.1,4.6,1.8,5.6,6.2,6317,3,39,5.6,3.5,84.3,25.1,3.8,1.5,2.43,0.0,60.0,75.83,100.0
53,0,1.68,22.5,63.5,7.3,4.5,2.5,2.5,2.8,8087,3,56,8.6,1.1,109.2,38.7,1.8,2.1,3.46,3.9,60.0,100.0,30.0
45,1,1.72,29.3,86.6,7.1,4.5,2.7,3.1,3.4,8658,3,61,7.3,2.2,126.1,32.8,7.8,2.3,2.66,8.5,60.0,81.93,47.78
51,1,1.74,22.9,69.3,8.6,4.6,2.1,6.2,6.8,7165,3,47,4.9,4.1,68.2,22.1,1.0,1.8,1.98,0.0,60.0,72.84,18.89
21,0,1.52,24.7,57.1,7.9,4.5,2.7,7.3,8.0,7717,3,52,4.2,4.6,48.0,18.9,7.5,2.0,3.9,2.3,60.0,77.44,40.0
57,1,1.82,22.2,73.6,7.0,4.7,1.5,7.7,8.5,7288,3,48,4.2,4.6,61.7,18.9,5.2,1.8,2.85,2.9,60.0,78.31,90.0
29,0,1.58,24.8,62.0,8.3,4.5,2.5,4.0,4.4,6379,3,40,6.4,2.9,79.6,28.9,2.7,1.5,2.36,0.9,60.0,77.98,27.78
20,0,1.63,36.4,96.6,8.4,4.5,2.6,5.0,5.5,7775,3,53,4.1,4.7,79.5,18.5,8.0,2.0,0.5,7.4,60.0,44.46,56.67
40,1,1.76,23.8,73.6,7.4,4.5,2.5,5.9,6.5,8531,3,60,3.5,5.2,51.8,15.8,1.8,2.3,2.39,0.1,60.0,58.57,50.0
25,1,1.63,26.4,70.1,8.7,4.6,2.1,3.0,3.3,7529,3,51,7.6,1.9,106.2,34.1,7.7,1.9,2.11,2.7,60.0,73.21,23.33
62,1,1.66,24.1,66.5,7.4,4.5,2.5,7.7,8.5,7705,3,52,5.7,3.5,75.6,25.6,6.7,2.0,2.42,3.9,60.0,93.47,33.33
36,1,1.71,24.1,70.5,7.7,4.4,3.1,5.7,6.3,7237,3,48,6.6,2.7,93.0,29.7,7.3,1.8,2.78,2.5,60.0,67.31,22.22
56,1,1.9,18.0,65.0,7.3,4.4,3.1,3.9,4.3,6065,3,37,5.3,3.8,68.9,23.9,4.6,1.4,0.88,4.1,60.0,87.54,82.22
39,1,1.72,25.3,74.9,7.8,4.7,1.7,5.1,5.6,6883,3,45,9.9,0.1,147.8,44.4,1.4,1.7,3.59,1.2,60.0,100.0,61.11
62,1,1.81,22.5,73.6,7.3,4.5,2.5,4.6,5.1,7141,3,47,7.0,2.4,102.4,31.3,1.6,1.8,1.55,6.1,60.0,65.58,30.0
44,1,1.78,19.8,62.8,8.2,4.6,1.9,7.2,7.9,7592,3,51,6.8,2.6,85.1,30.5,6.6,1.9,2.36,0.6,60.0,71.74,75.56
59,1,1.73,28.4,85.1,8.3,4.6,2.2,2.2,2.4,9407,3,68,6.5,2.8,110.0,29.1,2.0,2.6,1.6,4.5,60.0,60.4,14.44
